No,Name,Type,3 Year Funds Offered,3 Year Funds Sold,Est. Most Recent Fund Date,Investor Location,Investor City,Investor State,Investor Country,Portfolio Size,Number of Deals,Website,Average Growth Score
1794,GDP Venture,VC,$0.00,$0.00,,,,,,0,0,gdpventure.com,0
1795,Binary Capital,VC,$0.00,$0.00,4/27/2016,,,,,0,0,binarycap.com,0
1796,Peninsula Capital,VC,$0.00,$0.00,,,,,,0,0,peninsulafunds.com,0
1797,Epsilon Venture Partners,VC,$0.00,$0.00,,,,,,0,0,epsilonventurepartners.com,0
1798,Go Beyond,VC,$0.00,$0.00,,,,,,0,0,go-beyond.biz,0
1799,Strauss Zelnick and ES & Partner Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1800,Northcap Partners,VC,$0.00,$0.00,,,,,,0,0,northcap.vc,0
1801,CSA Partners,VC,$0.00,$0.00,,,,,,0,0,csapartners.com,0
1802,Ax Ventures,VC,$0.00,$0.00,,,,,,0,0,axventures.com,0
1803,Angel Capital Group,VC,$0.00,$0.00,,Nashville,Nashville,TN,USA,0,0,theangelcapitalgroup.com,0
1804,SparkLabs Global Ventures,VC,$0.00,$0.00,,Bay Area,Palo Alto,CA,USA,0,0,sparklabsglobal.com,0
1805,Cambridge Capital Group,VC,$0.00,$0.00,,,,,,0,0,cambridgecapitalgroup.co.uk,0
1806,WhiteGold Fund Management,VC,$0.00,$0.00,,,,,,0,0,,0
1807,Capital-E,VC,$0.00,$0.00,,,,,,0,0,capital-e.com,0
1808,Vostok Ventures,VC,$0.00,$0.00,,,,,,0,0,vostokventures.com,0
1809,Petra Capital Partners,VC,$0.00,$0.00,,Nashville,Nashville,TN,USA,0,0,petracapital.com,0
1810,Conor Venture Partners,VC,$0.00,$0.00,,,,,,0,0,conor.vc,0
1811,Drayton Park Capital,VC,$0.00,$0.00,,,,,,0,0,draytonparkcapital.com,0
1812,NextStage Capital,VC,$0.00,$0.00,,,,,,0,0,nextstagecapital.com,0
1813,Nippon Venture Capital,VC,$0.00,$0.00,,Tokyo,Tokyo,,JPN,74,0,nvcc.co.jp,38
1814,Nippon Technology Venture Partners,VC,$0.00,$0.00,,,,,,0,0,ntvp.com,0
1815,Mid-America Angels,VC,$0.00,$0.00,,Kansas City,Lenexa,KS,USA,0,0,midamericaangels.com,0
1816,Kae Capital,VC,$0.00,$0.00,,Mumbai,Mumbai,,IND,0,0,kae-capital.com,0
1817,Southern Cross Venture Partners,VC,$0.00,$0.00,,Sydney,Sydney,,AUS,0,0,sxvp.com,0
1818,InnovationQuarter,VC,$0.00,$0.00,,,,,,0,0,innovationquarter.nl,0
1819,Wicklow Capital,VC,$0.00,$0.00,,Chicago,Chicago,IL,USA,0,0,,0
1820,SPARK VCT,VC,$0.00,$0.00,,,,,,0,0,sparkvct.com,0
1821,EDBI,VC,$0.00,$0.00,,Singapore,Singapore,,SGP,0,0,edbi.com,0
1822,Next Capital,VC,$0.00,$0.00,,,,,,0,0,nextcapital.com.au,0
1823,Mantella Venture Partners,VC,$0.00,$0.00,,Toronto,Toronto,CAN-ON,CAN,0,0,mantellavp.com,0
1824,Keynote Ventures,VC,$0.00,$0.00,,,,,,0,0,keynoteventures.com,0
1825,BitFury Capital,VC,$0.00,$0.00,,,,,,0,0,bitfurycapital.com,0
1826,Cedar Fund,VC,$0.00,$0.00,,Herzliya,Herzliya,,ISR,0,0,cedarfund.com,0
1827,Shortcut Ventures GmbH,VC,$0.00,$0.00,,Hamburg,Hamburg,,DEU,0,0,shortcut.vc,0
1828,Alliance Capital Ventures,VC,$0.00,$0.00,,,,,,0,0,alliancecapitalventures.com,0
1829,Cleantech Ventures,VC,$0.00,$0.00,,,,,,0,0,cleantechventures.com.au,0
1830,Absurd Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1831,Carlyle Group,VC,$0.00,$0.00,,Washington D.C.,Washington D.C.,,USA,0,0,carlyle.com,0
1832,iVentures Asia,VC,$0.00,$0.00,,,,,,0,0,,0
1833,IBCC,VC,$0.00,$0.00,,,,,,0,0,ibcccorp.com,0
1834,Inventages Venture Capital Investment Inc.,VC,$0.00,$0.00,,Nassau,Nassau,,BHS,0,0,inventages.com,0
1835,Kayne Partners,VC,$0.00,$0.00,,,,,,0,0,,0
1836,York Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1837,i-Hatch Ventures,VC,$0.00,$0.00,,,,,,0,0,i-hatch.com,0
1838,Silverlink Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1839,LionTree,VC,$0.00,$0.00,,,,,,0,0,liontree.com,0
1840,Baylor Angel Network,VC,$0.00,$0.00,,,,,,0,0,,0
1841,Sunergy Investors LLC,VC,$0.00,$0.00,,,,,,0,0,,0
1842,Limestone Ventures,VC,$0.00,$0.00,,,,,,0,0,limestonevc.com,0
1843,WGI Group,VC,$0.00,$0.00,,New York,New York,NY,USA,0,0,wgifund.com,0
1844,Fidelity Growth Partners Europe,VC,$0.00,$0.00,,London,London,,GBR,0,0,fgpe.com,0
1845,Univers Invest,VC,$0.00,$0.00,,,,,,0,0,universinvest-sicar.com,0
1846,Catapult Venture Managers,VC,$0.00,$0.00,,Leicester,Leicester,,GBR,0,0,catapult-vm.co.uk,0
1847,Sensu Invest,VC,$0.00,$0.00,,,,,,0,0,,0
1848,Escala Venture,VC,$0.00,$0.00,,,,,,0,0,Escala.vc,0
1849,Crosspoint Venture Partners,VC,$0.00,$0.00,,,,,,0,0,cpvp.com,0
1850,Matrix Partners India,VC,$0.00,$0.00,4/28/2011,Mumbai,Mumbai,,IND,0,0,matrixpartners.in,0
1851,Vorndran Mannheims Capital,VC,$0.00,$0.00,,,,,,0,0,vmcap.com,0
1852,Telegraph Hill Capital,VC,$0.00,$0.00,,,,,,0,0,thcap.com,0
1853,Ziegler,VC,$0.00,$0.00,,,,,,0,0,ziegler.com,0
1854,Symmetrical Ventures,VC,$0.00,$0.00,,,,,,0,0,symmetricalventures.io,0
1855,Reaktor Polte,VC,$0.00,$0.00,,Helsinki,Helsinki,,FIN,0,0,reaktor.vc,0
1856,Chestnut Ridge Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1857,Vaizra Investments,VC,$0.00,$0.00,,New York,New York,NY,USA,0,0,vaizra.com,0
1858,Eclipse Ventures,VC,$0.00,$0.00,,,,,,0,0,eclipse.vc,0
1859,Trindade Investimentos,VC,$0.00,$0.00,,,,,,0,0,trindadeinvestimentos.com.br,0
1860,WestTech Ventures,VC,$0.00,$0.00,,Berlin,Berlin,,DEU,0,0,westtechventures.de,0
1861,Mid Atlantic Bio Angels,VC,$0.00,$0.00,,,,,,0,0,bioangels.net,0
1862,Emerald Stage2 Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1863,Gobi Partners,VC,$0.00,$0.00,,,,,,0,0,gobivc.com,0
1864,Isocline Ventures,VC,$0.00,$0.00,,,,,,0,0,isoclineventures.com,0
1865,Sailing Capital,VC,$0.00,$0.00,,,,,,0,0,sailing-capital.com.hk,0
1866,Enspire Capital,VC,$0.00,$0.00,,,,,,0,0,enspire-capital.com,0
1867,Mistletoe,VC,$0.00,$0.00,,,,,,0,0,,0
1868,Ginko Ventures,VC,$0.00,$0.00,,,,,,0,0,ginkopartners.com,0
1869,Rugged Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1870,Fir Capital,VC,$0.00,$0.00,,,,,,0,0,fircapital.com,0
1871,Jacard Investimentos,VC,$0.00,$0.00,,,,,,0,0,,0
1872,SingTel Innov8,VC,$0.00,$0.00,,Singapore,Singapore,,SGP,0,0,singtel.com,0
1873,Cofounders Capital,VC,$0.00,$0.00,,,,,,0,0,cofounderscapital.com,0
1874,Schroder Ventures,VC,$0.00,$0.00,,,,,,0,0,schroders.com,0
1875,ORR Partners,VC,$0.00,$0.00,,,,,,0,0,orrpartners.com,0
1876,Mosaix Ventures,VC,$0.00,$0.00,,,,,,0,0,mosaixventures.com,0
1877,ABRT Venture Fund,VC,$0.00,$0.00,,Moscow,Moscow,,RUS,0,0,abrtfund.com,0
1878,ChuanCheng Fund,VC,$0.00,$0.00,,,,,,0,0,,0
1879,Parkview Capital Partners Inc.,VC,$0.00,$0.00,,,,,,0,0,parkviewcapital.com,0
1880,InVent by Intouch Holding,VC,$0.00,$0.00,,Bangkok,Bangkok,,THA,0,0,inventvc.com,0
1881,BioMedPartners,VC,$0.00,$0.00,,Basel,Basel,,CHE,0,0,biomedvc.com,0
1882,aws Grunderfonds,VC,$0.00,$0.00,,,,,,0,0,gruenderfonds.at,0
1883,Foxhaven Asset Management,VC,$0.00,$0.00,,,,,,0,0,foxhavencap.com,0
1884,JK&B Capital,VC,$0.00,$0.00,,Chicago,Chicago,IL,USA,0,0,jkbcapital.com,0
1885,Ceres Venture Fund,VC,$0.00,$0.00,,,,,,0,0,ceresventurefund.com,0
1886,D.E. Shaw & Co.,VC,$0.00,$0.00,,,,,,0,0,deshaw.com,0
1887,KT Venture Group,VC,$0.00,$0.00,,,,,,0,0,ktventuregroup.com,0
1888,RLI Partners,VC,$0.00,$0.00,,,,,,0,0,,0
1889,Village Capital,VC,$0.00,$0.00,,,,,,0,0,vilcap.com,0
1890,PAR Capital Management,VC,$0.00,$0.00,,Boston,Boston,MA,USA,0,0,parcapital.com,0
1891,Gramercy Fund,VC,$0.00,$0.00,,La Jolla,La Jolla,CA,USA,0,0,gramercyfund.com,0
1892,BOLDstart Ventures,VC,$0.00,$0.00,,New York,New York,NY,USA,0,0,boldstart.vc,0
1893,TechFund,VC,$0.00,$0.00,,,,,,0,0,techfund.fr,0
1894,Arsenal Venture Partners,VC,$0.00,$0.00,9/15/2011,Winter Park,Winter Park,FL,USA,0,0,arsenalvp.com,0
1895,A-Grade Investments,VC,$0.00,$0.00,,Los Angeles,Los Angeles,CA,USA,0,0,agradeinvestments.com,0
1896,Transamerica Ventures,VC,$0.00,$0.00,,New York,New York,NY,USA,0,0,transamerica.com,0
1897,Spring SEEDS Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1898,Prashant Shah,VC,$0.00,$0.00,,,,,,0,0,,0
1899,BaltCap,VC,$0.00,$0.00,,,,,,0,0,baltcap.com,0
1900,Yunqi Partners,VC,$0.00,$0.00,,,,,,0,0,yunqi.vc,0
1901,Draper Nexus,VC,$0.00,$0.00,,,,,,0,0,drapernexus.com,0
1902,Altair Capital,VC,$0.00,$0.00,,,,,,0,0,altair-capital.com,0
1903,PJ Tech Catalyst,VC,$0.00,$0.00,,,,,,0,0,pjtechcatalyst.com,0
1904,Ashmore Investment Management,VC,$0.00,$0.00,,,,,,0,0,ashmoregroup.com,0
1905,"Thomas, McNerney & Partners",VC,$0.00,$0.00,,Stamford,Stamford,CT,USA,0,0,tm-partners.com,0
1906,Otium Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1907,StatsNet Invests (SN Invests),VC,$0.00,$0.00,,,,,,0,0,sn-invests.com,0
1908,Laurence Capital,VC,$0.00,$0.00,,,,,,0,0,laurencecapital.com,0
1909,Fog City Fund,VC,$0.00,$0.00,,,,,,0,0,fogcitycapital.com,0
1910,Elran Technologies,VC,$0.00,$0.00,,,,,,0,0,,0
1911,Urban.Us,VC,$0.00,$0.00,,Miami,Miami,FL,USA,0,0,urban.us,0
1912,Millennium Technology Value Partners,VC,$0.00,$0.00,,New York,New York,NY,USA,0,0,mtvlp.com,0
1913,Redpoint eventures,VC,$0.00,$0.00,8/29/2012,São Paulo,São Paulo,,BRA,0,0,rpev.com.br,0
1914,Mountain Partners,VC,$0.00,$0.00,,,,,,0,0,mountain.partners,0
1915,Rheingau Ventures GmbH,VC,$0.00,$0.00,,Berlin,Berlin,,DEU,0,0,rheingau-founders.com,0
1916,ADV Partners,VC,$0.00,$0.00,,,,,,0,0,advpartnerscapital.com,0
1917,Sofinnova Partners,VC,$0.00,$0.00,,,,,,0,0,sofinnova.fr,0
1918,Maschinenfabrik Reinhausen,VC,$0.00,$0.00,,,,,,0,0,reinhausen.com,0
1919,GrowthWorks Capital,VC,$0.00,$0.00,,Vancouver,Vancouver,CAN-BC,CAN,82,115,growthworks.ca,38
1920,IG Expansion,VC,$0.00,$0.00,,,,,,0,0,igexpansion.com,0
1921,Launch Fund,VC,$0.00,$0.00,6/3/2013,Los Angeles,Santa Monica,CA,USA,0,0,launch.co,0
1922,Robert Bosch Venture Capital,VC,$0.00,$0.00,,Deutsch,Deutsch,,DEU,0,0,rbvc.com,0
1923,Solidus Company,VC,$0.00,$0.00,,Nashville,Nashville,TN,USA,0,0,solidus.com,0
1924,Borealis Ventures,VC,$0.00,$0.00,12/5/2012,Boston,Hanover,NH,USA,0,0,borealisventures.com,0
1925,MTS Health Investors,VC,$0.00,$0.00,,,,,,0,0,mtspartners.com,0
1926,SXE Ventures,VC,$0.00,$0.00,,Hong Kong,Hong Kong,,CHN,0,0,sxeventures.com,0
1927,DOB Equity,VC,$0.00,$0.00,,,,,,0,0,dobequity.nl,0
1928,Total Energy Ventures,VC,$0.00,$0.00,,Courbevoie,Courbevoie,,FRA,0,0,ng.total.com,0
1929,Point B Capital,VC,$0.00,$0.00,,Seattle,Seattle,WA,USA,0,0,pointbcap.com,0
1930,Farient Advisors,VC,$0.00,$0.00,,,,,,0,0,,0
1931,Rainbow Seed Fund,VC,$0.00,$0.00,,,,,,0,0,,0
1932,Cass Entrepreneurship Fund,VC,$0.00,$0.00,,,,,,0,0,cass.city.ac.uk,0
1933,Stripes Group,VC,$0.00,$0.00,,New York,New York,NY,USA,0,0,stripesgroup.com,0
1934,JLA Ventures,VC,$0.00,$0.00,,,,,,0,0,jlaventures.com,0
1935,Middle Bridge Partners,VC,$0.00,$0.00,,,,,,0,0,middlebridgepartners.com,0
1936,Digital News Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1937,Vitamina K,VC,$0.00,$0.00,,Madrid,Madrid,,ESP,0,0,,0
1938,Anthem Venture Partners,VC,$0.00,$0.00,,Los Angeles,Santa Monica,CA,USA,0,0,anthemvp.com,0
1939,Noventi Ventures,VC,$0.00,$0.00,,,,,,0,0,noventivc.com,0
1940,Inveready Technology Investment Group,VC,$0.00,$0.00,,Barcelona,Barcelona,,ESP,0,0,inveready.com,0
1941,Fortify Ventures,VC,$0.00,$0.00,,Washington D.C.,Washington D.C.,DC,USA,0,0,fortify.vc,0
1942,California Technology Ventures,VC,$0.00,$0.00,,,,,,0,0,ctventures.com,0
1943,Indiana University’s Innovate Indiana Fund,VC,$0.00,$0.00,,,,,,0,0,iufund.iu.edu,0
1944,Extreme Venture Partners,VC,$0.00,$0.00,,Toronto,Toronto,CAN-ON,CAN,0,0,evp.vc,0
1945,TMT Investments,VC,$0.00,$0.00,,St Helier,St Helier,,GBR,0,0,tmtinvestments.com,0
1946,Value in Technology Indonesia,VC,$0.00,$0.00,,,,,,0,0,,0
1947,Spring Ventures,VC,$0.00,$0.00,,,,,,0,0,spring-ventures,0
1948,Gerbera Capital,VC,$0.00,$0.00,,,,,,0,0,gerberacapital.com,0
1949,Bluestem Capital,VC,$0.00,$0.00,5/11/2010,Sioux Falls,Sioux Falls,SD,USA,0,0,bluestemcapital.com,0
1950,Environmental Technologies Fund,VC,$0.00,$0.00,,London,London,,GBR,0,0,etf.eu.com,0
1951,Trinnovate Ventures,VC,$0.00,$0.00,,,,,,0,0,trinnovateventures.com,0
1952,Bincot,VC,$0.00,$0.00,,,,,,0,0,,0
1953,Aviva Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1954,TruVenturo,VC,$0.00,$0.00,,,,,,0,0,truventuro.de,0
1955,Acton Capital Partners,VC,$0.00,$0.00,,Munich,Munich,,DEU,0,0,actoncapital.com,0
1956,Bregal Sagemount,VC,$0.00,$0.00,,New York,New York,NY,USA,0,0,bregalsagemount.com,0
1957,Hyundai Ventures,VC,$0.00,$0.00,,,,,,0,0,hvic.co.kr,0
1958,Sarva Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1959,Darling Ventures,VC,$0.00,$0.00,,,,,,0,0,darlingventures.com,0
1960,Naxicap Partners,VC,$0.00,$0.00,,,,,,0,0,naxicap.fr,0
1961,Paua Ventures,VC,$0.00,$0.00,,Berlin,Berlin,,DEU,0,0,pauaventures.com,0
1962,Real Ventures,VC,$0.00,$0.00,,Montréal,Montréal,CAN-QC,CAN,0,0,realventures.com,0
1963,J.L. Easton Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1964,Lazard Technology Partners,VC,$0.00,$0.00,,,,,,0,0,,0
1965,Quaker Partners,VC,$0.00,$0.00,,,,,,0,0,quakerbio.com,0
1966,Fung Capital USA,VC,$0.00,$0.00,,Bay Area,San Francisco,CA,USA,0,0,fungcapitalusa.com,0
1967,Ambition.VC,VC,$0.00,$0.00,,,,,,0,0,ambition.vc,0
1968,reinmkr capital,VC,$0.00,$0.00,,,,,,0,0,reinmkr.com,0
1969,Aura Capital,VC,$0.00,$0.00,,,,,,0,0,auracapital.com.au,0
1970,lool ventures,VC,$0.00,$0.00,,,,,,0,0,lool.vc,0
1971,First Eastern Investment Group,VC,$0.00,$0.00,,,,,,0,0,,0
1972,Ariadne Capital,VC,$0.00,$0.00,,London,London,,GBR,0,0,ariadnecapital.com,0
1973,UMC Capital,VC,$0.00,$0.00,,Bay Area,Sunnyvale,CA,USA,0,0,umccapital.com,0
1974,CID Capital,VC,$0.00,$0.00,,,,,,0,0,cidcap.com,0
1975,BC Discovery Fund,VC,$0.00,$0.00,,,,,,0,0,bcdiscoveryfund.com,0
1976,Accelerate Oklahoma! Fund,VC,$0.00,$0.00,,,,,,0,0,,0
1977,Procyon Ventures,VC,$0.00,$0.00,,,,,,0,0,procyonventures.com,0
1978,DRW Venture Capital,VC,$0.00,$0.00,,,,,,0,0,drw.com,0
1979,2020 Ventures,VC,$0.00,$0.00,,Bay Area,San Francisco,CA,USA,0,0,,0
1980,Wadi Ventures,VC,$0.00,$0.00,,,,,,0,0,wadiventures.com,0
1981,MissionPoint Capital Partners,VC,$0.00,$0.00,10/23/2013,USA,Norwalk,CT,USA,0,0,missionpointcapital.com,0
1982,NewSpring Capital,VC,$0.00,$0.00,,Radnor,Radnor,PA,USA,92,0,newspringcapital.com,94
1983,Milan Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1984,Voyage Ventures,VC,$0.00,$0.00,,,,,,0,0,voyage-ventures.com,0
1985,American Family Ventures,VC,$0.00,$0.00,,,,,,0,0,amfamventures.com,0
1986,Merck Serono Ventures,VC,$0.00,$0.00,,,,,,0,0,emdserono.com,0
1987,Apposite Capital,VC,$0.00,$0.00,,London,London,,GBR,0,0,appositecapital.com,0
1988,eXeed Technology,VC,$0.00,$0.00,,,,,,0,0,exeedtechnology.com,0
1989,Venture Investment Associates (VIA),VC,$0.00,$0.00,,,,,,0,0,viafunds.com,0
1990,Gideon Hixon Fund,VC,$0.00,$0.00,,,,,,0,0,gideonhixon.com,0
1991,Triangle Venture Capital Group,VC,$0.00,$0.00,,Bensheim,Bensheim,,DEU,0,0,triangle-venture.com,0
1992,Forbion Capital Partners,VC,$0.00,$0.00,,,,,,0,0,forbion.com,0
1993,StepStone Group,VC,$0.00,$0.00,,,,,,0,0,stepstoneglobal.com,0
1994,Elevation Partners,VC,$0.00,$0.00,,New York,New York,NY,USA,0,0,elevation.com,0
1995,Montage Capital,VC,$0.00,$0.00,,,,,,0,0,montagecapital.com,0
1996,Mosley Ventures,VC,$0.00,$0.00,,Atlanta,Atlanta,GA,USA,0,0,mosleyventures.com,0
1997,Fenox Venture Capital,VC,$0.00,$0.00,,Bay Area,San Jose,CA,USA,75,0,fenoxvc.com,246
1998,Trio Capital,VC,$0.00,$0.00,,,,,,0,0,triocapital.com.au,0
1999,Sparkbox Ventures,VC,$0.00,$0.00,,,,,,0,0,sparkbox.vc,0
2000,Telstra Ventures,VC,$0.00,$0.00,,Melbourne,Melbourne,,AUS,0,0,telstra.com.au,0
2001,Foxconn Technology Group,VC,$0.00,$0.00,,New Taipei City,New Taipei City,,TWN,0,0,,0
2002,Vidoze,VC,$0.00,$0.00,,,,,,0,0,,0
2003,Bridges Ventures,VC,$0.00,$0.00,,,,,,0,0,bridgesventures.com,0
2004,HV Holtzbrinck Ventures,VC,$0.00,$0.00,,Munich,Munich,,DEU,130,162,holtzbrinck-ventures.com,157
2005,Ping An Ventures,VC,$0.00,$0.00,,,,,,0,0,pinganventures.com,0
2006,H.I.G. Capital Partners,VC,$0.00,$0.00,,Miami Springs,Miami Springs,FL,USA,0,0,higcapital.com,0
2007,Leonardo Venture,VC,$0.00,$0.00,,,,,,0,0,leonardoventure.com,0
2008,IncuVest,VC,$0.00,$0.00,,,,,,0,0,incuvestasia.com,0
2009,ventureblue Capital,VC,$0.00,$0.00,,,,,,0,0,,0
2010,First Niagara Bank,VC,$0.00,$0.00,,,,,,0,0,firstniagara.com,0
2011,212 Ventures,VC,$0.00,$0.00,,,,,,0,0,212ltd.com,0
2012,Cloud Money Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
2013,Helion Venture Partners,VC,$0.00,$0.00,3/20/2012,Port Louis Town,Port Louis Town,,MUS,0,0,helionvc.com,0
2014,Tempo Ventures,VC,$0.00,$0.00,,,,,,0,0,tempo.vc,0
2015,Force Over Mass Capital,VC,$0.00,$0.00,,,,,,0,0,fomcap.com,0
2016,Powerhouse Ventures,VC,$0.00,$0.00,,Christchurch,Christchurch,,NZL,0,0,powerhouse-ventures.co.nz,0
2017,Garrison Investment Group,VC,$0.00,$0.00,,,,,,0,0,garrisoninv.com,0
2018,ErGo Media Capital,VC,$0.00,$0.00,,,,,,0,0,,0
2019,Prosensa investors,VC,$0.00,$0.00,,,,,,0,0,,0
2020,Windward Ventures,VC,$0.00,$0.00,,,,,,0,0,windwardventures.com,0
2021,Harbor Light Capital Partners,VC,$0.00,$0.00,,Keene,Keene,NH,USA,0,0,hlcp.com,0
2022,CHL Medical Partners,VC,$0.00,$0.00,,,,,,0,0,chlmedical.com,0
2023,DN Capital,VC,$0.00,$0.00,8/20/2012,London,London,,GBR,83,115,dncapital.com,186
2024,Bicro,VC,$0.00,$0.00,,,,,,0,0,bicro.hr,0
2025,Silicon Pastures,VC,$0.00,$0.00,,,,,,0,0,siliconpastures.com,0
2026,Tecent Capital,VC,$0.00,$0.00,,,,,,0,0,tecent.co.at,0
2027,Biogen Idec,VC,$0.00,$0.00,,,,,,0,0,biogenidec.com,0
2028,Delta Partners,VC,$0.00,$0.00,,,,,,0,0,deltapartners.com,0
2029,TiE Angels,VC,$0.00,$0.00,,,,,,0,0,sv.tie.org,0
2030,EC1 Capital Ltd,VC,$0.00,$0.00,,London,London,,GBR,0,0,ec1capital.com,0
2031,Pangaea Ventures,VC,$0.00,$0.00,,Vancouver,Vancouver,CAN-BC,CAN,0,0,pangaeaventures.com,0
2032,TIME Equity Partners,VC,$0.00,$0.00,,,,,,0,0,time-ep.com,0
2033,Ludlow Ventures,VC,$0.00,$0.00,,Detroit,Detroit,MI,USA,0,0,ludlowventures.com,0
2034,Norwest Venture Partners,VC,$0.00,$0.00,,Bay Area,Palo Alto,CA,USA,230,385,nvp.com,297
2035,Redalpine Venture Partners,VC,$0.00,$0.00,,,,,,0,0,redalpine.com,0
2036,Intersect Partners LLC.,VC,$0.00,$0.00,,,,,,0,0,intersectllc.com,0
2037,Episode 1,VC,$0.00,$0.00,,London,London,,GBR,0,0,episode1.com,0
2038,ClearlySo,VC,$0.00,$0.00,,,,,,0,0,clearlyso.com,0
2039,Pequot Capital,VC,$0.00,$0.00,,,,,,0,0,,0
2040,Drummond Road Capital,VC,$0.00,$0.00,,Cleveland,Cleveland,OH,USA,0,0,,0
2041,360 Capital Partners,VC,$0.00,$0.00,,Luxemburg,Luxemburg,,LUX,0,0,360capitalpartners.com,0
2042,FIDES (FJME Ventures),VC,$0.00,$0.00,,,,,,0,0,fjme.org,0
2043,Five Elms Capital,VC,$0.00,$0.00,5/29/2013,Kansas City,Prairie Village,KS,USA,0,0,fiveelms.com,0
2044,FTV Capital,VC,$0.00,$0.00,,Bay Area,San Francisco,CA,USA,0,0,ftvcapital.com,0
2045,Accel-KKR,VC,$0.00,$0.00,6/11/2013,Bay Area,Menlo Park,CA,USA,0,0,accel-kkr.com,0
2046,Inflexion Partners,VC,$0.00,$0.00,,,,,,0,0,inflexionvc.com,0
2047,Canadian International Capital,VC,$0.00,$0.00,,,,,,0,0,cicnova.com,0
2048,TA Venture,VC,$0.00,$0.00,,Kiev,Kiev,,UKR,0,0,taventure.com,0
2049,Accomplice Venture Capital,VC,$0.00,$0.00,,,,,,0,0,,0
2050,Square 1 Bank,VC,$0.00,$0.00,,Raleigh,Durham,NC,USA,0,0,square1bank.com,0
2051,Nexus Investment,VC,$0.00,$0.00,,,,,,0,0,nexusinvestments.com,0
2052,Innovationsbron Vast Startup AB,VC,$0.00,$0.00,,,,,,0,0,,0
2053,TechOperators,VC,$0.00,$0.00,3/27/2013,Atlanta,Atlanta,GA,USA,0,0,techoperators.com,0
2054,Patriot Capital Funding,VC,$0.00,$0.00,,,,,,0,0,patriot-capital.com,0
2055,The Aurora Funds,VC,$0.00,$0.00,,,,,,0,0,aurorafunds.com,0
2056,Third Millennium Russia Fund,VC,$0.00,$0.00,,,,,,0,0,,0
2057,Accenture,VC,$0.00,$0.00,,,,,,0,0,,0
2058,Juniper Networks,VC,$0.00,$0.00,,Bay Area,Sunnyvale,CA,USA,0,0,kb.juniper.net,0
2059,Spark Ventures (NZ),VC,$0.00,$0.00,,,,,,0,0,sparkventures.co.nz,0
2060,Partners HealthCare,VC,$0.00,$0.00,,,,,,0,0,partners.org,0
2061,Beta Fund,VC,$0.00,$0.00,10/30/2012,Chestnut Hill,Chestnut Hill,MA,USA,0,0,betafund.co,0
2062,Tengelmann Ventures,VC,$0.00,$0.00,,Mülheim a/d Ruhr,Mülheim a/d Ruhr,,DEU,0,0,tev.de,0
2063,Lyden Capital,VC,$0.00,$0.00,,,,,,0,0,lydencapital.com,0
2064,AngelList,VC,$0.00,$0.00,,Bay Area,San Francisco,CA,USA,0,0,angel.co,0
2065,Kaszek Ventures,VC,$0.00,$0.00,,Montevideo,Montevideo,,URY,0,0,kaszek.com,0
2066,DST Global,VC,$0.00,$0.00,,,,,,0,0,dst-global.com,0
2067,Rho Capital Partners,VC,$0.00,$106.3M,9/1/2016,,,,,90,112,rhoventures.com,23
2068,b-to-v Partners AG,VC,$0.00,$0.00,,St. Gallen,St. Gallen,,CHE,98,107,b-to-v.com,275
2069,Dragoneer Investment Group,VC,$0.00,$0.00,,Bay Area,San Francisco,CA,USA,0,0,,0
2070,"Duff, Ackerman and Goodrich",VC,$0.00,$0.00,,,,,,0,0,,0
2071,GrandBanks Capital,VC,$0.00,$0.00,,Boston,Wellesley,MA,USA,0,0,grandbankscapital.com,0
2072,Advanced Technology Ventures,VC,$0.00,$0.00,,Bay Area,Palo Alto,CA,,0,110,atvcapital.com,0
2073,OTC Asset Management,VC,$0.00,$0.00,,,,,USA,0,0,otcagregator.com,0
2074,Sofimac Partners,VC,$0.00,$0.00,,,,,,0,0,sofimacpartners.com,0
2075,Bojiang Capital,VC,$0.00,$0.00,,,,,,0,0,,0
